ProteinGroup	NV-284-14D	NV-284-Pre	NV-285-14D	NV-285-Pre	NV-291-14D	NV-291-Pre	NV-292-14D	NV-292-Pre	SHAM-257-14D	SHAM-257-Pre	SHAM-258-14D	SHAM-258-Pre	SHAM-485-14D	SHAM-485-Pre	SHAM-523-14D	SHAM-523-Pre	SNI-259-14D	SNI-259-Pre	SNI-260-14D	SNI-260-Pre	SNI-509-14D	SNI-509-Pre	SNI-514-14D	SNI-514-Pre
Q922D8	4289.302999	9437.497612	7403.728317	6524.994568	NA	5931.274132	NA	NA	NA	NA	NA	NA	NA	3918.046295	2899.673783	NA	NA	NA	3935.729346	3236.059498	NA	NA	NA	NA
Q922H2	NA	3827.644487	NA	4994.435709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q922H4	NA	5669.774383	3480.528369	3523.22806	NA	2981.629236	NA	NA	NA	NA	NA	NA	NA	2242.953955	NA	NA	NA	NA	2557.68833	NA	NA	NA	NA	NA
Q922K9	10805.40881	8826.498801	8378.060658	10472.95287	NA	8335.316349	NA	NA	NA	NA	9075.741771	NA	11202.17511	8995.373214	6187.935957	NA	NA	NA	8959.401137	NA	NA	NA	12446.1093	6234.6721
Q922Q1	5354.812379	11433.34794	12246.34745	12777.12216	NA	12729.1865	NA	NA	NA	NA	4874.595236	NA	4301.965495	9956.370294	7499.951699	NA	NA	6923.991732	8093.916893	6901.765534	NA	NA	NA	3519.643371
Q922Q8	6800.783982	9650.761005	9229.357881	9812.132101	NA	7346.949623	NA	NA	4196.560784	NA	NA	NA	NA	6278.865044	NA	NA	NA	21184.20714	6903.399664	11020.11742	NA	NA	NA	NA
Q922R8	8675.700782	13681.00191	13686.81439	12902.76946	3117.738332	13918.49495	5063.793473	NA	3528.167547	5625.619127	4143.789835	4706.309623	4002.977945	7236.399542	4574.708002	3517.951588	NA	10375.15382	7534.307673	5795.239384	NA	3482.499736	4473.966859	2154.866494
Q922U2	22295.12871	18151.26012	18436.37147	10383.3388	11654.71116	11521.60559	23856.97729	55490.21908	28410.1928	119074.2013	106806.9702	59522.62313	25497.57872	15600.07225	15886.74189	87926.11773	41545.41768	19341.0916	15504.70736	80110.37587	26279.64963	21088.13139	8590.265797	11916.03112
Q922V4	6867.416543	NA	NA	4465.18976	NA	2545.35176	NA	2981.486821	5036.397771	4511.098704	NA	7897.21471	7448.370409	5290.581533	NA	3805.990496	NA	NA	2841.264975	4261.87211	NA	NA	3644.989207	NA
Q923D2	NA	NA	NA	NA	NA	4623.605167	NA	NA	NA	NA	NA	NA	2068.761402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q923U0	NA	NA	NA	2447.375103	NA	3326.3595	NA	NA	NA	NA	NA	NA	NA	2859.046401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q924M7	6405.98281	14678.92545	12369.95215	10546.69072	3688.845424	9111.67219	NA	6002.401706	7938.264346	7330.436886	5928.286396	4837.656048	9990.859996	4871.105867	NA	5818.251473	3190.144891	7547.629694	6312.61989	8984.999346	41588.40457	NA	7189.718872	3305.085413
Q925I1	NA	3776.43464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q93092	13279.41609	26969.75208	18814.80615	26868.99808	6109.163907	25271.14252	3010.931641	4031.005183	13095.22888	8303.462887	10597.25663	6288.136679	9515.802411	22826.5837	6460.199547	4868.862227	6717.670359	28202.4454	15138.36177	14347.46557	2783.067344	5839.905396	8039.036766	9196.142481
Q99020	2380.532003	6315.419041	5399.143843	3852.089765	NA	4369.370214	NA	3450.397439	NA	NA	NA	NA	NA	1730.651193	NA	NA	NA	NA	2334.384121	NA	NA	NA	NA	NA
Q99J47	6704.901064	7455.54728	7544.318286	9028.289312	NA	12502.69066	NA	4699.585292	7597.500883	5932.564092	10797.52409	NA	11656.43118	13292.19573	3394.734796	6433.345584	NA	13113.72932	7031.637933	8934.72101	NA	NA	8408.736409	4380.3764
Q99J77	11445.59568	27093.59883	18845.88739	12697.88387	NA	16778.08755	NA	1558.905775	NA	3728.093308	3607.580333	NA	4813.725411	6762.420393	3459.631193	2060.704923	3353.245525	6669.028212	10061.6179	6798.159387	NA	NA	3847.86329	1773.170559
Q99J99	3740.551414	4080.181998	5962.996761	3566.238741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99JB2	NA	3569.603637	3447.972754	2412.001779	NA	4568.716452	NA	NA	NA	2633.185763	NA	NA	NA	3629.483614	2343.673419	NA	NA	NA	2477.041733	NA	NA	NA	NA	NA
Q99JG3	81523.46005	92003.04609	86498.85462	72112.55651	36717.16803	40373.41679	13724.53933	56720.18145	106944.3477	78878.82892	73413.45637	75017.40581	68243.5225	43877.11683	31593.66875	53888.74361	57191.45859	35914.6288	81515.28407	57867.70553	63912.88826	34234.63229	130374.7761	38023.09429
Q99JH8;Q9CQM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1369.144082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99JI4	NA	2552.507588	NA	2375.711986	NA	3212.60165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99JR1	4393.833161	6716.512764	9006.558354	3944.389596	NA	5765.040626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99JW2	10787.2477	14080.66905	10150.84157	14501.01011	4502.855871	10945.57021	NA	5543.969622	4939.797575	5658.774131	5874.033094	7005.279989	8634.418447	9134.323115	4783.105068	10507.36487	NA	10045.20488	8137.046037	12699.27334	6325.663684	6612.216604	10672.60504	NA
Q99JW4	NA	2022.315331	NA	1989.226741	NA	2742.183538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99JW5	16445.51141	27149.10868	30730.9378	26796.91749	9318.662179	36713.25985	2925.670519	6076.873404	17328.20886	13125.24968	11974.93814	12081.32226	18600.25274	30501.38247	8994.743254	8327.477722	5449.010693	15164.67971	13613.443	10627.51413	NA	8421.823162	21600.24466	6736.008849
Q99JX3	1399.454831	3558.148272	5986.755647	2874.390365	NA	2617.712599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	999.2657026	NA	NA	NA	NA	NA
Q99JY0	13499.15958	34062.06	44179.07276	32813.36619	8955.795479	35907.31242	2497.253036	5170.502873	12372.15421	8201.986087	6794.8594	10822.80277	14380.59921	21436.10941	14514.68838	10430.32778	7384.536251	20973.33341	15080.39664	12305.71841	4147.062429	6315.065978	11333.96797	8423.228681
Q99JY4	NA	3108.93	NA	NA	NA	3962.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99JY8	NA	1619.94	NA	NA	NA	2073.52	NA	NA	NA	NA	NA	3651.23	2212.32	NA	NA	NA	NA	NA	1180.57	1585.58	3470.39	NA	1668.84	NA
Q99JY9	14863.52581	23656.38058	16878.42917	18601.30618	NA	20690.99853	NA	2690.702144	6085.846464	7212.594893	7499.40417	3470.365126	6760.437874	10367.60224	11015.74261	NA	5790.264941	10004.79258	10978.09848	7431.147577	3163.077525	NA	8256.506384	NA
Q99JZ0	15011.55806	19276.58316	18103.13668	30427.62849	10383.2392	23817.27963	6690.536072	7399.164014	8403.543154	7159.639981	19507.17484	5949.290533	28287.40195	25461.38039	13168.23343	8356.318309	7933.759663	16554.36086	26263.91401	20709.10094	15088.62721	5084.923448	30347.89755	9842.439313
Q99K01	6722.602078	12983.59367	11514.83361	8241.375584	NA	6330.464869	NA	NA	NA	NA	NA	NA	NA	3398.423423	2143.664143	NA	NA	2884.685782	3589.906682	NA	NA	NA	NA	NA
Q99K30	17805.25966	25046.851	26581.12032	29023.26243	9317.979373	22909.45883	7194.391437	7439.002584	13284.17836	18073.7293	13891.01681	11016.14062	18603.23953	23556.81495	11871.18385	10523.48269	10988.29054	17660.53948	20500.37954	19678.80104	20632.95153	17196.66601	22688.43602	10850.67936
Q99K48	3990.631779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99KB8	46266.53155	40958.66025	63700.98814	42521.92478	14347.32419	24210.41061	7149.642593	22422.19306	43512.88906	59064.94303	27034.69615	59363.90145	52451.35423	15077.2386	11074.55944	26036.88104	20345.20909	29791.14822	23565.72121	42755.0045	52825.85533	22796.6719	51445.54354	12298.01826
Q99KC8	6225.564708	6511.421235	6355.723624	5672.615162	NA	5465.174234	NA	NA	3753.746799	3375.113038	NA	NA	4045.478032	4833.947929	3578.242294	NA	NA	4318.672331	4097.703112	3860.994554	NA	NA	NA	NA
Q99KE1	5536.214927	9451.632315	12834.42727	8425.897565	4241.099287	11495.23772	NA	NA	2466.193734	NA	3736.396659	4810.909206	4277.488195	6385.152657	4191.172444	3945.747173	4418.942189	8351.682089	6122.181202	5524.441009	NA	NA	4638.894559	2503.792295
Q99KF1	7797.402772	8378.477808	8107.205819	7985.713336	3522.175049	16818.42236	NA	NA	10280.69718	9964.897895	8992.133687	7661.703875	8731.326943	10300.91787	4323.548393	5027.935849	5437.394692	18041.87285	8724.314329	12005.32053	4281.418521	NA	6244.842785	NA
Q99KG5	3117.98	6023.8	5112.55	6245.18	2508.23	3797.1	NA	1879.95	5077.82	5240.77	4429.65	5764.87	8474.87	4960.28	2134.77	2291.63	1868.84	3128.49	6035.25	8048.23	4019.85	2196.62	8663.57	2742.96
Q99KI0	53691.16977	73926.12986	79498.75505	51313.29036	17887.68357	97276.13548	9526.185113	11273.10564	13830.45104	30780.78946	25430.95208	25720.86127	29125.37853	52196.9328	25092.76351	22695.6967	11901.91211	74867.54445	44652.67205	50671.0267	10046.08237	14381.72841	18797.6591	17845.38406
Q99KI3	NA	NA	NA	633.631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99KJ8	NA	1736.116249	NA	1010.74	NA	1157.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99KK2	13857.30877	17851.81529	10892.47009	14763.79896	3199.903578	17680.96257	NA	NA	6571.841853	NA	4591.827807	2628.358185	7354.095748	9215.833478	3200.572001	NA	4514.752274	9339.738978	10891.17897	9266.759363	NA	NA	3936.965917	3000.421619
Q99KK7	2733.05266	4887.519858	3860.706631	3365.219467	NA	3353.109165	NA	NA	NA	NA	NA	NA	3102.121101	2725.4829	2604.519721	NA	NA	4525.024613	3387.941226	3044.417251	NA	1995.439247	2216.005904	NA
Q99KN1	3467.01272	5192.838711	4055.805975	5551.606997	NA	3509.254232	NA	2331.38788	3262.026527	NA	NA	NA	5056.12431	3996.669347	NA	1417.012451	NA	NA	4424.053053	2961.324778	NA	NA	4053.901347	2587.370729
Q99KN2	7116.394586	6849.377563	6865.070051	6750.552451	NA	6433.246121	NA	NA	NA	NA	NA	NA	NA	NA	NA	4160.595941	NA	2608.369066	5656.620495	5301.356677	5733.882536	NA	NA	NA
Q99KP3	16724.82536	22120.60239	16772.7563	16486.01518	7026.473586	20608.97938	5066.097909	5729.003007	16543.7666	11150.83632	18267.26368	14985.07528	15377.70893	17321.35711	8469.948048	8728.447645	9559.72332	23545.85044	13404.84815	26345.88602	7299.664279	7877.922542	13712.68172	5678.49944
Q99KP6	NA	5814.055105	6564.672981	4722.472486	NA	3544.594763	NA	NA	3740.142388	NA	NA	3483.300088	NA	4440.284283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99KQ4	4732.770158	4953.54251	5549.575136	4249.945148	NA	3258.332463	NA	1662.396179	2046.787227	NA	2138.974458	NA	2017.740711	NA	NA	NA	NA	NA	2527.909667	2784.539464	NA	NA	NA	NA
Q99KR7	7226.68977	9947.513583	6614.500166	7022.692884	NA	12935.77938	NA	NA	NA	NA	NA	NA	4430.832728	8176.021408	NA	NA	NA	12099.19493	NA	8984.441217	NA	NA	NA	NA
Q99KR8	NA	NA	NA	3930.429568	2224.965102	6407.604645	NA	NA	NA	NA	NA	2953.83161	NA	3891.557435	NA	NA	3704.807263	9466.778096	NA	NA	NA	3705.929998	NA	NA
Q99KV1	NA	4371.239116	5748.028165	5145.824029	2130.652799	7291.026725	NA	NA	4365.474646	NA	4384.715154	3304.727813	3241.625515	7781.467171	NA	NA	NA	5271.753451	2565.519041	4450.920134	NA	NA	3631.340685	1613.797833
Q99KW9	NA	NA	NA	NA	NA	NA	NA	2741.053184	NA	NA	NA	NA	4010.362485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99L04	NA	7391.19206	4982.638457	4181.650238	NA	12095.72206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99L13	6685.871432	7370.662005	8834.818158	5251.681874	NA	7498.501395	NA	NA	NA	NA	NA	NA	3190.694078	2381.059986	1750.784131	NA	NA	3502.619803	3784.302149	3506.377272	NA	NA	2348.951178	NA
Q99L20	NA	5071.469364	4206.614649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99L45	NA	7548.77	NA	5401.79	NA	2629.383828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99L47	NA	2585.749035	NA	3402.139054	NA	3277.342775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99LB2	6845.273076	5832.561224	6213.008131	5418.388013	2971.324747	10305.04702	NA	4043.370759	3612.1649	4115.725495	7496.379423	4588.448565	3759.133442	4677.094209	NA	3620.708446	NA	9958.239867	4158.912611	6716.848721	4041.805075	NA	NA	NA
Q99LB6	NA	NA	NA	NA	NA	1812.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99LC3	8925.33525	11338.31711	11358.08575	8922.561029	NA	10799.94821	NA	NA	NA	NA	NA	NA	4679.568704	5438.651134	4345.641114	NA	NA	7908.524968	7249.250092	6297.887218	NA	NA	NA	NA
Q99LC5	23842.2656	36289.2825	38430.0736	28913.52933	9264.602591	50966.44529	4624.388622	3598.162408	9343.881729	14861.62275	15715.0932	11939.27097	14270.65767	34921.17624	15855.34135	9898.853186	7695.825297	32888.00498	26000.87036	21823.69585	3251.083319	4848.300546	6430.14534	9514.829376
Q99LD4	NA	2539.231338	NA	2596.058982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99LF4	3436.495247	8566.089098	6778.587661	7604.282386	NA	8201.086525	NA	NA	NA	NA	NA	NA	NA	5579.093751	3086.191119	NA	NA	NA	5782.928831	5117.738379	NA	NA	NA	NA
Q99LI8	NA	NA	11317.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99LJ1	15912.3429	15227.38939	11409.78271	12011.84137	5120.860905	19212.26001	4227.227278	9118.754297	18109.66255	16774.4115	17673.66819	11697.76546	11516.53658	12397.94098	5630.308936	13875.2607	10205.12979	28085.88348	10097.47218	16046.90316	6419.376417	9361.818123	9775.186846	5710.61148
Q99LP6	2773.14	6280.993096	4907.49	3615.22	NA	3121.97	NA	NA	NA	NA	2625.3	NA	NA	3089.81	NA	NA	NA	4887.24	2721.5	NA	NA	NA	NA	NA
Q99LU0	NA	7960.393028	5520.783923	5512.335493	NA	7582.111024	NA	NA	NA	NA	5107.936992	NA	6536.893028	7668.191267	NA	NA	NA	NA	7570.074195	4911.757413	NA	NA	NA	NA
Q99LX0	5978.230597	11521.74075	9996.407229	9987.299191	2524.07268	7246.330716	NA	NA	NA	NA	6574.988679	NA	NA	7676.181678	NA	NA	NA	5258.008465	9949.661559	6448.068349	NA	NA	5412.054646	NA
Q99LY2	NA	NA	NA	NA	3253.576854	NA	NA	NA	6037.372841	NA	NA	NA	6559.62774	NA	NA	NA	NA	4316.494504	NA	NA	7456.245621	NA	5275.037692	3495.511259
Q99LY9	NA	NA	NA	1105.15	NA	1441.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99M73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11460.22485	NA	NA	NA	NA	NA	NA	NA	NA	NA	8663.243026	NA	NA	NA
Q99M74	6674.277684	3317.951586	6089.199698	4993.432777	NA	NA	NA	8369.814518	NA	12343.21728	7955.771896	NA	NA	NA	NA	NA	13547.77721	14649.75021	NA	9457.361653	12847.67323	NA	NA	NA
Q99M87	NA	3620.110003	NA	2492.814159	NA	3782.115828	NA	NA	NA	NA	NA	NA	NA	2796.806407	NA	NA	NA	NA	2543.943746	NA	NA	NA	NA	NA
Q99MB1	NA	NA	NA	NA	NA	1977.402633	NA	NA	2687.280304	NA	NA	3528.662779	2080.886974	NA	NA	NA	NA	NA	NA	NA	2143.631852	NA	2873.355894	NA
Q99MN1	NA	6032.489952	NA	4541.23289	NA	5130.771212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99MN9	5884.349686	6207.880027	8020.271428	5911.411684	2350.69382	9243.032766	1379.639734	NA	NA	NA	3277.275077	1701.867502	3090.288273	5831.0937	3218.152477	NA	NA	4588.160055	4677.409114	5135.294895	NA	NA	1907.320487	2293.55453
Q99MR8	3822.077124	2928.213425	3941.065408	1617.62359	NA	7092.492028	NA	NA	NA	NA	NA	NA	1954.38565	2409.422849	NA	NA	NA	2932.304317	2565.984855	2772.377042	NA	NA	NA	NA
Q99MZ6	27204.88375	36554.21216	26849.17005	46015.45713	15218.94355	30064.8405	8090.504778	11073.77191	22391.25819	23366.71159	32579.00572	13162.73241	39644.92888	33613.94933	17807.52199	14034.91008	15338.22768	20989.20715	31747.65781	26746.81277	16402.75344	13661.05386	41801.28833	15413.65126
Q99N94	NA	NA	NA	NA	NA	2350.413023	NA	NA	NA	NA	NA	NA	NA	2960.205503	NA	NA	NA	3143.914725	NA	NA	NA	NA	NA	NA
Q99NB1	6036.137048	7445.757661	7747.349807	5309.740065	NA	8068.17458	NA	NA	4038.097089	6238.041595	NA	3041.530871	2887.168103	5164.70702	NA	NA	NA	8722.666673	5248.097396	NA	NA	NA	NA	NA
Q99P58	4438.052886	5531.103541	6808.926049	5365.002676	1302.641973	4749.770227	NA	NA	NA	NA	NA	1720.540859	3616.920458	2388.863804	2514.839469	1397.646551	NA	2947.267496	2074.615649	NA	NA	NA	3867.648035	1541.373806
Q99P86	115751.1958	117563.3272	93960.34894	213906.695	67872.55862	216222.564	80595.04556	160523.2189	176807.4392	138111.9038	139971.0899	76035.20055	168265.2439	148825.8278	20719.23341	104656.6178	205597.43	166818.965	66027.99842	115616.4409	122378.4386	157772.468	59931.84893	70465.22214
Q99PE8	NA	25151.37196	22278.80094	NA	24471.67241	21751.53518	14122.32699	14757.73064	23519.70644	NA	NA	21214.94925	14934.89579	NA	NA	NA	NA	NA	NA	NA	NA	NA	27957.91141	NA
Q99PG0	NA	2842.746058	5875.570754	3006.9016	NA	6227.977014	NA	2788.129535	4107.212373	NA	4773.351865	4385.555045	3813.173336	5838.048283	NA	NA	NA	6139.261215	3663.526539	2211.186245	NA	NA	5109.747358	NA
Q99PL5	3799.038728	8930.326365	7415.862122	6255.11419	NA	5839.494749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3708.118075	NA	NA	NA	NA	NA
Q99PT1	136362.0759	104263.0029	139610.0199	84943.52036	51563.20666	133449.2355	27138.26049	79655.62302	130583.1982	99096.67982	84750.90507	159335.3334	190749.7231	108019.8313	25594.26805	69998.58138	44149.29483	129356.4551	89428.52209	114264.2069	46723.73531	89067.70086	41270.17148	48980.07661
Q9CPP6	NA	3657.7386	3411.377544	1970.749387	NA	6326.476066	NA	NA	NA	NA	2264.878971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CPQ1	51758.22762	97092.42813	67380.39798	92348.15772	35750.9666	114146.7217	15301.9132	8894.091999	47895.47436	76206.52732	74054.6066	31126.83864	62667.51832	97929.77699	31107.01568	60971.30251	27497.88174	144998.1984	76040.70204	132226.6517	15506.39241	39526.49583	48954.45286	34849.02102
Q9CPQ3	NA	2520.181834	3921.352128	1740.534811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1847.185622	NA	NA	NA	NA	NA
Q9CPQ8	NA	20228.69458	NA	26676.2	13054.7	55101.33125	NA	NA	23045.5132	NA	21868.77883	18672.9	15217.7	38371.83142	13114.9	15946.7	NA	34741.71232	20106.6078	24873.10126	NA	NA	10226.81016	13595.5
Q9CPR4	NA	10652.4	11929.9	6944.61	NA	8398.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2342.73	NA	2771.29	NA
Q9CPS6	NA	2837.67	2961.64	3702.82	NA	3495.53	NA	NA	NA	NA	NA	NA	NA	1985.9	NA	NA	NA	NA	NA	2194.61	NA	NA	NA	NA
Q9CPT4	NA	2648.622057	976.358975	3222.813794	NA	8751.294969	NA	NA	NA	NA	NA	NA	NA	4102.889459	NA	NA	NA	NA	2360.155356	NA	NA	NA	3817.295717	NA
Q9CPU0	21504.70868	28166.85693	37580.35052	28260.51142	9006.046567	22946.79172	6118.066893	13504.00984	21690.29652	17376.2167	21795.4282	15008.30097	19521.29796	17888.63615	11178.89415	16313.86882	12282.45392	29355.63094	12308.52374	23364.11892	7839.205658	12072.72574	11006.42584	7263.097819
Q9CPU4	12509.32904	21689.5757	25711.68672	22499.1821	9136.8714	31338.30121	2380.31	11496.3	15463.28833	19087.27111	11684	11755.9812	34738.25345	25112.76871	10669.81752	10603.42756	6133.62	22632.5042	19885.88022	13336.41502	9254.64	6413.15	32107.7487	9772.807134
Q9CPV4	3170.581298	3897.168887	3229.210596	3252.761185	NA	4775.932387	NA	NA	NA	NA	NA	NA	NA	2665.470679	NA	NA	NA	3767.795615	2196.633139	3070.176955	NA	NA	3007.377975	NA
Q9CPW4	NA	NA	NA	NA	NA	5213.696873	NA	NA	NA	NA	NA	NA	NA	3454.319711	2296.756359	NA	NA	NA	NA	NA	NA	NA	1146.012798	NA
Q9CPY7	619523.4745	344835.1961	556326.9722	333983.5873	135786.052	219646.6324	98299.56334	258499.4625	425242.5312	512941.2993	214244.1622	420463.2175	543429.6107	181350.4147	96798.23038	245925.8747	198045.9901	283147.1013	242432.3589	391092.8971	491499.9938	309142.4723	387263.5512	123098.8838
Q9CQ52	1858065.286	888574.524	555632.1799	413421.2955	1246105.914	2548856.922	976062.822	2545027.028	1968622.875	2757522.848	2457605.815	2310531.647	2224374.939	867575.4227	578922.4832	1431748.16	2698252.685	1878623.146	771043.2875	2157356.479	1956217.272	1650302.763	3014346.779	1165171.005
Q9CQ60	NA	NA	1977.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CQ62	12492.49198	17115.69966	15493.08023	11285.91407	3906.841027	15400.12945	1976.596092	3381.765556	2051.53179	5059.547362	7390.2774	3246.249932	4441.757124	8758.8296	5940.904599	4676.786812	NA	6208.805267	11469.73171	5752.103462	NA	NA	7521.236318	3823.764558
Q9CQ69	NA	16937.10888	16293.78562	13645.0601	3638.38	28574.79086	NA	NA	NA	NA	8059.297885	NA	NA	16506.6154	7170.871605	NA	NA	NA	13860.87094	NA	NA	NA	NA	3620.64
Q9CQ75	7564.620592	6945.857556	5716.598822	6218.503541	NA	12526.52268	NA	NA	3948.154582	2808.220991	4843.16682	4145.119031	3705.950863	6725.038081	NA	4442.907079	NA	11512.63006	5716.773309	7489.029232	NA	NA	4936.954038	NA
Q9CQA3	42073.80857	55470.49502	46423.88212	44225.46056	19820.97162	90125.73139	12279.96106	27268.16939	47979.85257	37688.24323	40257.11125	40791.4787	48537.82747	54086.48443	22744.49855	31297.31376	20637.46794	103289.2955	34526.27292	53808.68709	20533.23117	26528.94696	37439.04834	19874.6345
Q9CQB5	NA	4313.889005	3601.739965	3505.685451	NA	4861.518652	NA	NA	2866.173715	NA	NA	NA	NA	6262.049288	NA	NA	NA	2965.494144	2103.609721	NA	NA	NA	3482.260081	NA
Q9CQC2	1065995.016	660527.948	1152136.567	679009.6533	1377681.005	2336120.276	734229.5533	2341541.047	1395992.681	2192902.081	1082608.284	795087.2035	983950.7672	1963824.449	292344.8937	1347139.192	2794930.841	1258733.582	616057.2563	1046282.199	1873938.955	2223664.228	1243372.291	1289351.408
Q9CQC7	NA	NA	NA	NA	NA	6371.829314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1908.002551	NA	NA	NA	NA	NA
Q9CQC9	NA	6027.687215	4975.532628	5342.288717	NA	3000.592658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1646.745831	NA	NA	NA	NA	NA
Q9CQD1	NA	4786.429181	5256.559381	NA	NA	1528.408768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CQE1	9375.893449	NA	NA	NA	NA	11758.92284	NA	NA	7677.999342	2933.026619	10856.95864	10359.00116	6521.570273	8394.861242	NA	3537.283878	NA	10424.23242	9366.662116	12257.63794	6830.215095	NA	7032.827516	NA
Q9CQE8	NA	2783.472832	2517.253935	2481.309454	NA	2167.4361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CQF9	5526.280137	4968.243451	5142.01285	5567.923889	NA	8852.705013	NA	6421.553058	7043.768812	7796.547997	6543.434363	6361.328109	8799.03402	6430.946145	NA	NA	7799.134853	12065.13688	5589.571766	6292.303979	NA	NA	7407.772962	NA
Q9CQH0	3237.119282	5060.075823	7129.708761	3185.85127	NA	4454.432165	NA	NA	NA	6182.611541	NA	NA	4478.424141	3352.62988	NA	NA	NA	6514.671603	NA	NA	NA	NA	NA	NA
Q9CQH3	12735.14436	13417.24504	14981.29491	13012.6502	3379.963913	23723.17679	NA	4860.95215	15295.73875	16472.48516	8377.263966	12154.86084	8938.278436	15695.01276	5636.049613	8622.580592	6532.177089	25633.44499	8213.009565	15355.50146	5987.810133	7150.163857	6770.300924	4464.129812
Q9CQI3	NA	NA	NA	5352.151009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CQI6	NA	10088.19805	7725.70608	7400.206972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CQJ8	7001.303009	9143.785407	8222.085299	8530.219551	2491.446769	18299.30434	NA	NA	8203.959167	5595.491362	4426.231013	4509.190849	9237.278154	7386.80817	4373.783436	NA	NA	10264.50087	7078.821492	9040.71444	NA	NA	5778.930518	NA
Q9CQM5	3814.878612	4505.179632	5705.017584	3911.476043	1026.781765	3774.258149	NA	NA	1787.303985	NA	NA	1863.671458	2440.625922	5187.587674	NA	1917.384594	NA	2194.177159	3438.741251	3297.115239	NA	NA	2128.307506	NA
