ProteinGroup	NV-284-14D	NV-284-Pre	NV-285-14D	NV-285-Pre	NV-291-14D	NV-291-Pre	NV-292-14D	NV-292-Pre	SHAM-257-14D	SHAM-257-Pre	SHAM-258-14D	SHAM-258-Pre	SHAM-485-14D	SHAM-485-Pre	SHAM-523-14D	SHAM-523-Pre	SNI-259-14D	SNI-259-Pre	SNI-260-14D	SNI-260-Pre	SNI-509-14D	SNI-509-Pre	SNI-514-14D	SNI-514-Pre
10_GL0011642;2-1_GL0025638;2-1_GL0032121;2-1_GL0118084;31_GL0014841	NA	NA	NA	NA	NA	NA	NA	3095.015242	NA	NA	NA	NA	2893.825714	NA	NA	NA	NA	NA	NA	NA	NA	NA	15003.21736	NA
10_GL0011642;2-1_GL0025638;2-1_GL0118084	6279.85	NA	NA	NA	4680.49	NA	9335.73	NA	NA	NA	3525.03	NA	NA	4633.45	5213.9	5956.41	NA	3240.2	8064.65	5626.52	NA	4651.72	NA	4086.07
10_GL0011642;2-1_GL0032121;2-1_GL0118084;2-5_GL0004989;5-8_GL0142127	NA	NA	NA	NA	14609.7	1605.85	1595.37	7538.94	7752.4	NA	NA	6319.22	9347.13	NA	11551.6	9509.14	2198.08	NA	NA	2339.41	9186.52	4431.55	18381.8	13533.8
10_GL0012139;10_GL0042587;1A-dyr2-07_GL0003569	NA	NA	NA	NA	NA	NA	NA	5796.588514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0012139;10_GL0042587;1A-dyr2-07_GL0003569;4-1_GL0078073;G1-1A_GL0039147;MC-0-1_GL0035932;MC-6-2_GL0024444;S-Fe10_GL0040868	111560	93761.1	154021	99432.9	52410.7	80365.1	44428.9	69007.4	100301	69619.8	167228	34345.8	64534.05925	77778.1	52961	54292.3	80686.4	50274.5	107447	70256.6	132802	19812.5	59488.52867	56257.3
10_GL0012139;10_GL0042587;1A-dyr2-07_GL0003569;G1-1A_GL0039147;MC-0-1_GL0035932;MC-6-2_GL0024444;S-Fe10_GL0040868	17377.96346	18121.58915	32516.7054	12271.65433	8455.963119	19053.95003	5589.706192	14008.69219	15294.01442	6325.08	29274.908	10019.33331	17916.10731	21392.85435	15541.38664	8947.851504	21695	10646.16476	20953.29879	19268.05131	26078.46939	3346.38	17052.31007	7758.652836
10_GL0012139;4-1_GL0078073;G1-1A_GL0039147;MC-0-1_GL0035932;MC-6-2_GL0024444;S-Fe10_GL0040868	41580.19469	48497.99446	76226.11723	37367.96596	24393.5	31412.8155	10311.8	24084.95832	29422.34225	8504.92	63815.73806	8466.358877	31848.38241	31573.28199	54048.7	23621.3	76930.51292	23107	43069.12404	68773.73284	41344.50366	NA	37840.06167	26816.1
10_GL0014042	NA	NA	NA	NA	NA	NA	NA	4405.89	NA	NA	NA	NA	2892.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065.76	NA
10_GL0014042;10_GL0033884;2-1_GL0066248;7-5_GL0154146;G1-1A_GL0058575;Group2-8A_GL0004166;Group2-8A_GL0074958	5947.55	2416.47	NA	6584.19	23197.5	NA	NA	NA	9889.15	2740.77	NA	NA	NA	NA	22951.7	26424.7	13507.5	NA	NA	1747.56	12078.7	11903.4	20818.3	21491.7
10_GL0014042;5_GL0087218;7-5_GL0154146;Group2-3A_GL0011001;Group2-8A_GL0074958	52088.3	32699.6	12488.3	33695.9	122692	113724	123806	15276.3	91765.1	39031.9	118996	86102.2	47006.9	97721.8	93795.7	177367	71838.3	117157	147481	169684	41041.8	39342.8	117275	130129
10_GL0014042;Group2-6A_GL0042536;Group2-8A_GL0004166	13720.2	NA	NA	NA	7347.75	NA	35950.5	NA	5470.78	2897.11	15119.5	NA	NA	NA	8181.34	9694.94	NA	NA	12304.4	18501.8	8629.34	6539.02	7052.73	6451.75
10_GL0015619	4521.344516	6352.387954	10207.93382	6981.227067	13926.26884	5760.014896	NA	NA	4999.080645	NA	NA	NA	2990.979113	NA	8778.162721	NA	5015.28212	NA	NA	NA	NA	NA	NA	15880.71951
10_GL0015619;2-2_GL0087128;5-8_GL0134414;S-Fe6_GL0170816	50171.5	80059.1	51387.9	84835.8	132120	21281.2	28675.7	NA	NA	25765.4	NA	NA	NA	NA	37592.7	254665	226110	NA	239634	151827	NA	115838	NA	133232
10_GL0015619;2-8_GL0037621;5-8_GL0134414	168146.1457	11673.51021	66780.19258	24857.53747	242102.435	48145.05854	56578.61429	40817.34077	112063.6686	53231.49038	232178.9042	119539.8852	173989.1759	15786.08655	420773.6304	167647.2226	175095.2776	157553.433	88467.37186	270722.3793	77740.20901	36655.20801	223418.3971	243044.7371
10_GL0015619;5-8_GL0134414	166734	14633.6	86362.9	24049.8	149713	49051.3	92985.1	NA	150008	75394.6	127186	65734.8	94040.8	10689.7	88963.7	183565	147522	200118	100943	258486	171124	141048	50136.5	141368
10_GL0015619;Group2-1A_GL0079313;Group2-4A_GL0181870	NA	NA	NA	NA	2571.890267	NA	NA	NA	3173.55748	5390.673367	10417.6599	NA	NA	NA	8961.994327	NA	NA	NA	NA	6820.370445	NA	NA	7851.000579	1898.720519
10_GL0018496	NA	NA	NA	NA	874.9439178	NA	NA	NA	NA	NA	NA	1444.254291	841.950151	NA	NA	NA	1489.208996	NA	NA	NA	NA	NA	NA	885.0531515
10_GL0022779	3355.088601	3388.080719	4770.5896	5319.821014	2929.912199	NA	NA	NA	NA	NA	5382.034325	NA	1151.07352	1743.053703	9020.212834	NA	NA	NA	1710.80347	3967.018003	NA	NA	10936.7765	2229.141449
10_GL0022788	162113.6153	95493.27475	287114.8055	262104.3072	136325.7773	236675.7737	182656.8764	185810.2684	277883.0365	131218.3742	269544.7377	76773.43133	259742.9574	367375.5409	75334.8705	247245.3725	28841.54297	43598.84639	317811.5004	122005.02	165835.7245	24731.60209	132471.5724	140902.8658
10_GL0023724	NA	NA	NA	NA	NA	NA	NA	NA	1822.300406	NA	NA	NA	1338.814764	NA	1544.012269	NA	1840.327045	1040.290698	906.2931528	NA	NA	NA	914.2492974	NA
10_GL0024591;16_GL0015629;1B-dyr12-07_GL0014279;20_GL0118339;S-Fe10_GL0031283	41744.46435	22612.43063	15666.25179	17521.74626	NA	14614.77847	5205.484371	NA	NA	7731.673524	45576.75451	8136.173754	9959.515251	21002.24467	13939.85638	8098.580758	8045.215755	10846.45216	37985.54545	27736.50618	8957.089489	NA	NA	NA
10_GL0025698	10017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0025698;2-4_GL0007561;4-2_GL0043523;54_GL0082039;G1-5A_GL0104085	10722.1	NA	19737.7	NA	NA	49392.1	51046.9	NA	68722.7	16066.2	39588.3	23228	153151	13797.4	NA	54397.6	171900	27414.8	31991.1	16520	32694.6	43844.4	39935.5	90489.6
10_GL0025698;4-2_GL0043523;5-8_GL0102626;G1-5A_GL0104085	3731.11	NA	NA	NA	40766.35084	2138.4	NA	NA	25409.9	12060.7	38973.3	16420.2	80710.58074	2697.29	64236.35953	23075.9	59666.06136	20811.4	46092.2	31233.1	23410.3	25807.4	67182.84647	43123.5
10_GL0025698;54_GL0082039;6-1_GL0025244	NA	NA	NA	NA	NA	1319.65	1103.73	NA	NA	NA	NA	NA	NA	NA	1822.7174	NA	NA	1761.05	5954.726777	2296.19	NA	NA	1248.32	828.931
10_GL0025698;5-8_GL0102626;54_GL0082039;6-1_GL0025244;G1-1A_GL0023674;MC-6-2_GL0078340;MC-6-2_GL0178191	NA	NA	NA	NA	11799.51372	10405.22172	4404.373629	10566.19573	15722.02583	NA	NA	9078.7409	20051.07805	NA	12900.2567	NA	24325.09213	9257.42999	NA	7112.958121	12924.15064	NA	19020.41884	11225.78545
10_GL0025715	4043.158002	NA	NA	NA	7706.474763	3407.689045	5829.557666	NA	NA	NA	NA	NA	NA	3775.526892	NA	NA	5393.357226	5780.336686	5727.759695	5954.872543	NA	4819.043954	2583.727003	NA
10_GL0025715;2-1_GL0103287;2-2_GL0080396;4-1_GL0068219;4-8_GL0081263;7-1_GL0085595;8-2_GL0016640;8-7_GL0053386;MC-0-1_GL0045090;S-Fe12_GL0199546	81122.41097	21743.26413	52865.28924	37652.13584	212499.34	113771.5341	179868.6539	85213.87679	95821.2453	36323.22343	146228.3184	103201.4397	193699.0154	164912.5334	198839.847	190441.8387	159280.1806	111794.0927	198679.9164	159300.2637	89491.79658	129617.488	135897.7238	227804.148
10_GL0025715;8-7_GL0053386	NA	NA	NA	NA	8161.05	NA	NA	NA	6026.49	NA	NA	NA	13008.9	NA	4452.04	NA	13516.3	5117.85	NA	NA	NA	NA	9613.38	9453.92
10_GL0026251	31082.34724	16397.53317	9648.218474	7951.048023	NA	NA	NA	24770.27727	15073.50121	10116.36251	12708.47627	26844.6856	NA	NA	NA	NA	8307.873773	NA	7039.732161	22958.09059	7768.399221	5826.720665	7459.195464	NA
10_GL0030674	7268.270846	NA	NA	NA	70299.10445	NA	NA	NA	NA	NA	52951.52945	10760.70142	123377.2495	NA	31384.86521	78926.62806	158513.238	185253.3204	2507.0214	10833.51035	NA	165891.5733	83115.48861	63681.06923
10_GL0030675	NA	NA	NA	NA	49314.84572	NA	NA	NA	NA	NA	22098.25056	6607.324577	43651.58241	NA	44916.97178	37847.54975	64486.52082	49691.52145	NA	9857.242826	NA	46641.30064	37550.23443	48288.63137
10_GL0030677	2075.13342	NA	NA	9120.480305	48339.92897	NA	NA	NA	NA	NA	3077.008793	5165.227504	76779.2954	5502.413865	26448.30242	55857.33106	85494.96319	45960.42556	NA	NA	11498.41042	76852.1846	49577.43026	49254.70879
10_GL0030713	22244.34333	21100.27485	22989.84774	13696.18638	5093.346648	39449.57821	4554.852925	8820.549588	9418.221038	10214.87921	23374.69245	14738.05817	12239.5225	52570.54154	22780.1084	20644.63693	6691.888171	12370.27661	11691.21816	86429.80666	5730.567253	NA	26740.06253	5273.01643
10_GL0033884	NA	NA	NA	NA	2114.24	NA	NA	896.188	NA	NA	NA	NA	1914.24	NA	2203.54	NA	1828.23	NA	1132.84	NA	1840.68	NA	3728.3	2880.39
10_GL0033884;5_GL0087218;Group2-8A_GL0004166	13280.5	6189.39	NA	NA	24669.5	21067.1	14402.5	NA	14995.7	NA	25447.2	7087.87	9366.93	10378.4	NA	NA	NA	NA	NA	35182.2	NA	5622.84	17409.4	25653.6
10_GL0033898;2-1_GL0031576;6-2_GL0084710;Group2-2A_GL0046340;S-Fe10_GL0121171;S-Fe12_GL0048418	8703.03	NA	NA	NA	NA	4642.27	10698.7	NA	NA	NA	8697.04	NA	NA	10750.3	NA	NA	NA	NA	8721.09	12347.8	NA	NA	NA	NA
10_GL0033898;2-6_GL0065188;6-6_GL0061155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	725.1800558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0034936;2-1_GL0052323;2-1_GL0068941;2-5_GL0028277;49_GL0036566;5-4_GL0027857;5-8_GL0100648;7-2_GL0086662;7-8_GL0045711;Group2-8A_GL0008797	133599.5124	8157.731189	37138.42322	14445.52758	128202.5609	52601.01659	119502.2046	11200.30719	69658.0864	29202.625	62762.38493	83123.73347	52273.07103	20071.51195	115376.0956	104010.3737	56090.83102	34476.03946	64266.85857	134786.7934	19789.88232	83127.67584	50499.90977	128655.6145
10_GL0034936;2-1_GL0052323;2-1_GL0068941;2-5_GL0028277;49_GL0036566;5-4_GL0027857;5-8_GL0100648;7-2_GL0086662;Group2-2A_GL0133147;Group2-8A_GL0008797	NA	NA	NA	NA	NA	NA	NA	3955.66	NA	NA	NA	14709.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0038119;1A-dyr4-07_GL0106172;2-1_GL0009701;2-1_GL0066566;3-7_GL0072829;4-1_GL0012894;5-7_GL0102373;7-1_GL0070929;G1-5A_GL0190133	350736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0038119;2-1_GL0009701;3-7_GL0072829;G1-2A_GL0012091	16310.9	3861.36	1461.84	1869.94	22982.2	7862.32	23307.9	13151	12279.8	3244.48	37082.3	23696.8	24243.8	NA	21243.3	4534.14	5248.13	NA	31531.1	NA	12271.8	NA	17746.1	25040
10_GL0038119;3-7_GL0072829	14526.16449	18814.05599	9312.165309	20641.98064	40317.64139	6977.645567	12588.20674	34277.84077	29080.60282	8936.658621	28213.78669	87477.96011	20647.11613	25027.89169	55871.9667	75885.737	26015.39727	40641.23247	23654.25779	47387.41765	86498.72577	58243.18268	22629.4659	39272.60641
10_GL0038119;3-7_GL0072829;7-1_GL0070929	17318.70367	13273.17942	18898.07451	31744.86962	144004.6469	66743.34755	48237.46778	31441.80465	66020.75416	27784.56071	38448.73286	59291.98483	44985.8341	NA	62537.22127	59217.99011	80617.33065	35707.8479	98829.20609	74220.23044	21868.59305	NA	74787.52683	144473.3248
10_GL0038427;11_GL0062137;3-8_GL0006308;7-4_GL0033315	NA	NA	NA	NA	NA	NA	NA	12658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3354.27	NA	NA	NA	18844.4	NA
10_GL0039963	NA	NA	NA	NA	NA	1514.452873	NA	2003.382025	NA	NA	NA	NA	NA	1388.9096	NA	NA	NA	NA	NA	NA	NA	NA	3184.943731	NA
10_GL0039963;2B-dyr19-06_GL0048336	NA	24952.8	NA	17640.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	29264.2	14383.6	17494.7	NA	NA	NA	27007.7	NA	NA	NA	NA
10_GL0039963;2B-dyr19-06_GL0048336;52_GL0143271;MC-0-1_GL0037338;MC-0-3_GL0013222;MH-6-5_GL0134884;S-Fe1_GL0047687	NA	NA	NA	NA	NA	24812.55071	2604.977679	5899.325972	NA	4017.271766	NA	4429.07786	5234.7684	31097.42573	11168.88286	NA	4469.592435	9813.809458	8071.844906	NA	NA	NA	11235.92727	NA
10_GL0039963;2B-dyr19-06_GL0048336;Group2-5A_GL0014900	62147.49375	41595.10555	25901.16241	41404.4331	20444.23862	60045.31765	9517.083704	15460.38352	18266.24873	NA	79173.26608	5729.134168	21562.08039	66893.02203	34015.2228	19446.72773	13065.10812	20458.26528	27089.57719	38397.98194	8638.960281	NA	51509.01053	20640.87532
10_GL0039963;Group2-5A_GL0014900	NA	NA	NA	NA	NA	NA	NA	1532.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0039976	8207.425312	11989.85267	11484.15444	13764.95183	NA	12648.1655	NA	NA	NA	NA	14923.77387	NA	4757.556363	45984.89711	11220.00981	5690.154931	NA	1631.678095	5837.260814	30298.51935	NA	NA	14597.07083	NA
10_GL0039979;2B-dyr19-06_GL0055855	21926.95925	20169.25022	20723.96138	20608.46962	NA	37760.88331	5060.722973	12937.89294	NA	16434.19186	18666.52766	7827.488151	32969.19754	44797.85688	14103.46992	16654.36455	9701.007279	19577.27841	7866.513411	42973.05801	NA	NA	14999.11821	4324.438753
10_GL0039980;1A-dyr2-07_GL0002766	NA	8450.948019	7441.446791	8543.64497	NA	10682.32532	NA	NA	NA	NA	5377.461192	NA	NA	34624.04738	4622.934253	NA	NA	NA	6063.93449	11445.4498	NA	NA	4171.58834	NA
10_GL0039980;1A-dyr2-07_GL0002766;Group2-1A_GL0005900	NA	NA	NA	NA	NA	NA	NA	12024.7	NA	NA	NA	18390.7	18401	130736	NA	NA	NA	NA	NA	NA	41849.7	NA	27219	8766.16
10_GL0039980;Group2-1A_GL0005900	4670.11	5677.65	11295.2	4664.06	NA	14174.9	NA	NA	NA	NA	4488.3	NA	NA	45333.5	14225.3	NA	NA	3628.98	3493.89	4250.34	4129.57	NA	10906.4	NA
10_GL0040330	NA	NA	NA	NA	4586.912155	2473.059991	NA	NA	2306.206307	NA	NA	NA	3450.05093	NA	14964.06109	7248.481734	NA	NA	NA	NA	NA	NA	8459.000055	6168.807885
10_GL0040330;2-4_GL0087179;3-5_GL0047540;3-5_GL0078498;4-1_GL0069176;41_GL0096270;5-1_GL0073759;6-6_GL0093594;7-1_GL0064936;7-2_GL0034129;G1-2A_GL0039497;Group2-5A_GL0000892;Group2-6A_GL0107987;Group2-8A_GL0004165;S-Fe12_GL0208884	13091.53779	NA	NA	NA	18738.80194	NA	NA	NA	9408.213325	NA	NA	9396.894396	12023.76279	NA	14319.29938	11127.823	NA	NA	8646.543961	NA	NA	NA	13351.19494	14808.35625
10_GL0040330;2-4_GL0087179;3-5_GL0047540;3-5_GL0078498;4-1_GL0069176;41_GL0096270;5-1_GL0073759;6-6_GL0093594;7-1_GL0064936;7-2_GL0034129;Group2-5A_GL0000892;Group2-6A_GL0107987;Group2-8A_GL0004165	NA	NA	NA	NA	NA	223566	NA	294914	281311	NA	NA	253420	311146	251701	NA	NA	NA	NA	NA	NA	192103	NA	450891	NA
10_GL0040330;2-4_GL0087179;3-5_GL0047540;4-1_GL0069176;41_GL0096270;5-1_GL0073759;6-6_GL0093594;7-1_GL0064936;7-2_GL0034129;Group2-5A_GL0000892;Group2-6A_GL0107987;Group2-8A_GL0004165	189728.3554	NA	NA	NA	160759.9433	105069.4984	134305.9371	46010.86425	NA	NA	123235.0796	45566.33114	280312.9425	80608.7334	149495.2118	189032.7921	58136.6957	91660.73307	189239.5197	316397.1553	28153.39617	81599.50989	NA	178431.3969
10_GL0040330;3-5_GL0078498;Group2-3A_GL0085690	NA	19443.75527	22125.66336	NA	55838.54563	24225.90024	NA	18682.62783	48276.65723	NA	26772.94583	25555.60212	36260.23029	NA	42354.54064	NA	74104.63241	47904.11585	24710.0109	54895.24587	15872.18647	72353.91113	54355.17529	57278.25445
10_GL0040778	NA	NA	NA	NA	NA	NA	NA	7629.950431	NA	NA	NA	NA	NA	NA	NA	NA	6400.914271	NA	NA	NA	NA	NA	4344.073388	NA
10_GL0040778;14_GL0046265;1A-dyr4-07_GL0104106;20_GL0086333;Group2-8A_GL0128941;S-Fe2_GL0137955;S-Fe2_GL0200208	4272.273198	4215.806916	8010.919118	10517.41652	37868.6107	21543.55251	17310.78065	20913.86157	6683.476859	4107.647013	6302.704501	5217.276009	33112.26837	32094.73321	19317.59615	18207.24771	33294.54188	10372.54295	8705.665064	NA	6929.757175	15451.69009	24728.35211	35809.55771
10_GL0040778;14_GL0046265;1A-dyr4-07_GL0104106;S-Fe2_GL0200208	NA	NA	NA	NA	NA	NA	NA	NA	27572.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19018.5	NA
10_GL0040778;S-Fe2_GL0200208	15996.4032	22869.5913	15595.59183	39597.20724	66295.10605	34488.10392	23006.01111	39883.5491	18947.11746	10758.21723	29545.63953	20546.25823	60466.48012	44645.27861	31108.30233	71151.45429	12739.60399	8598.4902	19120.43789	21682.42718	13150.07337	15534.68335	61492.72295	63827.49034
10_GL0042587	8210.81	NA	NA	NA	NA	NA	NA	NA	NA	25392.8	NA	NA	NA	NA	13842.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0045886	4387.44	3642.98	4113.74	5926.93	18825.4	11920	NA	6701.64	NA	NA	9745.15	14626.8	NA	6219.26	15086.8	NA	NA	16564.4	NA	NA	NA	6698.18	13045.7	20370.9
10_GL0048655	17099.1	NA	13962.1	14507.7	37280.1	NA	38580.3	NA	NA	12616.6	27288.8	NA	NA	47710.6	62027.8	24447.5	24034	12080.5	51614	35290.7	NA	8914.11	NA	34718
10_GL0048655;20_GL0131076	26052.3653	2275.124907	NA	NA	28352.78491	7173.528164	55387.52363	6201.23	8534.367806	6958.245532	26516.71699	31265.54961	21202.45728	2092.740474	21093.47341	10759.13135	15171.04858	10628.72429	20512.91767	35819.44063	8144.501897	11132.44219	17418.82652	30693.3712
10_GL0048655;2-1_GL0042309;2-2_GL0131240;2-3_GL0051869;43_GL0068607;6-2_GL0075313;7-8_GL0086080;MC-6-2_GL0075820	110808	64127.1	74204.5	35899.4	235980.9404	112415.2723	115507	85793.09338	94359.8	49343.1	106745	26086.4	188143.8196	139212.1647	135301.4261	117676	369058.0428	156797.7025	263950.0289	176650	132575.9027	155798	339895.0191	193666.087
10_GL0048655;2-1_GL0042309;2-2_GL0131240;2-3_GL0051869;43_GL0068607;7-8_GL0086080	NA	NA	NA	NA	16430.1	NA	4586.14	NA	NA	NA	NA	NA	NA	3288.59	NA	10419.2	30408	8614.05	26385.9	8625.69	NA	NA	3486.85	16501.3
10_GL0051222	3493.21	2079.48	2659.29	1653.82	8781.39	3611.19	5576.11	NA	4861.66	2278.51	2685.2	878.221	7822.98	4650.35	2122.74	2566.4	5403.83	NA	4801.56	NA	3178.88	NA	5882.13	8389.63
10_GL0051222;2-1_GL0012776;2-1_GL0046786;2-3_GL0075850;2-3_GL0100459;20_GL0090764;26_GL0073947;3-1_GL0035705;4-1_GL0045655;4-2_GL0122448;7-5_GL0020145;S-Fe5_GL0083923	50853.4	18476.9	27311.3	24569	110730	65861	87086.8	39996.2	65322.7	31984.4	53769.4	70586.3	68623.3	51104.6	99629	55588.6	69504	84369.6	89052.3	95742.5	57340.1	54057.4	94949.4	104797
10_GL0051222;2-1_GL0012776;2-1_GL0046786;2-3_GL0075850;3-1_GL0035705	NA	NA	NA	NA	NA	NA	NA	5756.72	NA	NA	NA	10319.4	13254.9	NA	NA	NA	NA	NA	NA	NA	3886.68	NA	15531.1	NA
10_GL0051222;2-1_GL0046786;2-3_GL0100459	NA	NA	NA	NA	NA	NA	NA	9910.688853	NA	NA	NA	5630.21429	40938.03683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0051222;2-3_GL0100459;20_GL0090764;26_GL0073947;4-1_GL0045655;4-2_GL0122448;7-5_GL0020145;S-Fe5_GL0083923	7874.418158	NA	11097.08672	NA	19034.51327	14769.96405	7687.260404	14348.39719	NA	10521.81241	9478.165159	10041.23772	NA	14984.85391	NA	18705.57218	17494.76238	NA	9852.954106	NA	NA	21790.53011	12267.0459	16256.07425
10_GL0051222;26_GL0073947	NA	11680.7	9699.79	17073.7	16439.9	25471.7	NA	20168.4	NA	8663.56	NA	NA	NA	31203.8	21430.2	53111	18413.1	19804.2	12634.6	13113.2	13498	NA	11412.1	15146
10_GL0051405;2-1_GL0072698;2-1_GL0105994;2-2_GL0129609;23_GL0029752;4-3_GL0000037;4-8_GL0033432;6-1_GL0062491;G1-8A_GL0133168;Group2-2A_GL0072575;MC-6-2_GL0032211;S-Fe9_GL0104873	NA	NA	NA	NA	NA	8206.75	9700.23	7979.91	7081.21	NA	NA	NA	9027.86	16064	12959.5	NA	NA	9469.62	14071.1	NA	13283.5	NA	8614.58	16308.1
10_GL0051405;2-4_GL0036412;S-Fe10_GL0121171;S-Fe12_GL0048418	19994.7	13190.7	27393.2	12676.4	62117.5	17618.6	38319.4	22752.3	42325.1	15364.7	23933.2	33770.79466	35371.3	20555	61258.2	58147.1	53976.3	26692.6	32419.6	27967.6	30909.3	38687.1	54054.2	64440.8
10_GL0051410;11_GL0106926	NA	NA	4638.26	NA	1565.07	1231.19	4226.14	1523.11	NA	NA	NA	NA	1238.29	2333.69	NA	4858.9	NA	NA	NA	NA	9575.63	1830.23	NA	2302.25
10_GL0051410;11_GL0106926;4-7_GL0061304;5-7_GL0064061;MC-6-2_GL0134348;S-Fe20_GL0190872	NA	NA	NA	NA	NA	2371.604819	NA	4329.462255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5042.543705	NA
10_GL0051410;4-7_GL0061304;5-7_GL0064061	4791.45	NA	NA	NA	20318.9	9908.64	10973.5	17308.1	16679	NA	NA	NA	9985.15	8218.94	NA	NA	49446.8	14711.2	7594.58	NA	19914	18188.8	NA	19951.8
10_GL0054899	17293.5317	NA	NA	NA	NA	4670.632169	NA	23108.29012	15286.70896	NA	NA	26460.1977	4115.382952	6727.623384	NA	NA	17950.42993	NA	3079.339451	NA	7524.1171	NA	10237.41171	NA
10_GL0055487;23_GL0131578;MC-6-3_GL0035939	4787.23	4289.16	5556.96	NA	NA	3076.13	1312	2345.82	2684.78	NA	9338.04	2119.64	1168.84	2950.71	NA	NA	3533.49	NA	5546.02	3579.58	2923.35	NA	3796.21	4567.52
10_GL0057338	NA	6429.724042	9798.092396	340816.6611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14832.35077	20802.46243	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0057711	4288.960103	2992.629396	13524.36523	NA	8859.774887	5582.299114	NA	15792.27804	13646.91384	NA	3248.806227	3225.357222	10770.12605	NA	21453.77254	4916.70124	20852.52113	7179.688703	6932.141131	NA	3141.361345	6250.780779	19661.66185	9853.829232
10_GL0059712;4-2_GL0041327;5-1_GL0073769;7-1_GL0009368;8-8_GL0039466;G1-2A_GL0010340;S-Fe8_GL0195568	NA	NA	NA	NA	10188.04644	NA	NA	NA	NA	NA	NA	4877.996215	NA	NA	NA	NA	NA	NA	5654.235338	NA	NA	NA	10743.27745	10271.61034
10_GL0059712;4-2_GL0041327;5-1_GL0073769;G1-2A_GL0010340;S-Fe8_GL0195568	NA	NA	NA	7020.89	NA	NA	NA	NA	NA	NA	NA	2685.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_GL0059726;3-6_GL0039139;5-8_GL0059125;7-5_GL0001364;S-Fe13_GL0031540	24106.9	33248.2	54343.8	35633.4	101335	34010.6	32665.5	56455.4	51068.6	15429.8	39465.6	52387.4	78629	36515.6	112583	143852	101891	37602.4	47220.9	55328.6	47310.8	62480.8	78713	115682
10_GL0059726;3-6_GL0039139;5-8_GL0059125;S-Fe13_GL0031540	83350.5	NA	NA	NA	NA	52423.6	97781.4	NA	21249	18346.6	84741	NA	NA	45622.5	43098.3	NA	NA	39067.4	99561.5	111328	NA	28320.3	NA	22209
10_GL0059726;3-6_GL0039139;8-2_GL0079284	4168.79	4106.78	4176.41	4631.05	22432.3	3975.89	10397.8	11730.8	2864.45	NA	8090.4	NA	6080.76	9042.64	17762.1	6920.12	NA	NA	9396.82	10799	3161.04	3896.63	10811.9	19833.8
10_GL0059726;3-6_GL0039139;8-2_GL0079284;S-Fe13_GL0031540	101747.4652	53974.70883	101652.1137	57553.82997	115503.1016	107570.7719	189061.7164	NA	65036.77465	74609.83714	161413.0196	NA	NA	NA	100431.8127	220280.8017	141432.1909	119511.9558	117161.7638	164717.2078	NA	181730.7852	53112.00858	120523.1866
10_GL0059726;3-6_GL0039139;S-Fe13_GL0031540	12518.8225	7108.532259	15062.80005	11087.46095	48428.25005	12694.9798	17393.86143	18131.7779	14210.85408	3275.648669	14668.8424	20835.28374	21807.99618	11341.18337	39513.28113	37413.95966	30139.98417	7867.691405	21757.59492	28049.41024	17025.19925	21851.38186	36262.20436	53340.73242
10_GL0059878;14_GL0065856;23_GL0134681;38_GL0053435;4-1_GL0018258;40_GL0061738;7-1_GL0084623;G1-1A_GL0071501;MC-0-1_GL0009093;MC-6-4_GL0043020;MC-6-4_GL0072895;MH-6-5_GL0072195;S-Fe10_GL0019286;S-Fe10_GL0157485;S-Fe3_GL0042534	39436.3	NA	NA	7678.63	NA	16062.1	7084.97	NA	NA	NA	28017.4	NA	9515.93	47321.3	10444.6	NA	NA	6322.76	63938.6	19187.6	NA	NA	9256.92	NA
10_GL0059878;38_GL0053435;7-1_GL0084623;S-Fe10_GL0157485;S-Fe3_GL0042534	NA	NA	NA	NA	3594.647046	6473.396789	NA	7498.070398	NA	NA	NA	2813.060062	9608.577832	27411.97488	10191.46821	NA	NA	3606.889212	24318.20901	NA	NA	NA	16975.47825	NA
